Date,Tavg,Tmin,Tmax
2015-09-11,64.62856590181646,59.241784497092546,71.52790651571794
2015-09-12,65.73551621474472,60.40397687873993,71.0903599271878
2015-09-13,61.348917205573706,57.199623258279736,63.92941565431122
2015-09-14,56.37718519287257,53.886108782732286,59.19186020555431
2015-09-15,55.58010373453654,50.979590280879606,60.57828177068107
2015-09-16,57.88490001829072,53.09653734113745,63.202385212685556
2015-09-17,58.0683700315086,55.880244675626216,60.82698009065619
2015-09-18,59.02120593408549,55.77682010747329,62.838987597029416
2015-09-19,60.554562571263354,56.84792213065142,64.63944628260927
2015-09-20,62.58307183331803,56.23203735103524,67.13614291785294
2015-09-21,55.95685959463655,53.13621354356893,60.31921675646771
2015-09-22,55.73709595872749,51.65225479978142,61.20994761212698
2015-09-23,57.226237203095174,50.87197237242528,64.08580251872586
2015-09-24,60.41661900596145,55.97119773069337,66.28946582699089
2015-09-25,56.338933040590064,54.61442763058604,58.669073738660515
2015-09-26,54.61032705547883,50.86252005390033,58.181259859322516
2015-09-27,53.13247010021951,48.41523374853458,58.285540466760004
2015-09-28,56.6915834085567,51.228771326670014,63.29424887735955
2015-09-29,57.9581612963114,51.85775344839815,64.91003969575215
2015-09-30,58.10819924403594,53.69677304723249,64.76572714855403
2015-10-01,57.96855306168873,53.44527577415111,63.81735124939762
2015-10-02,56.368529692327115,53.951419273918205,58.90956248308059
2015-10-03,57.60805929755964,53.60794269388871,62.25965936008778
2015-10-04,58.189125282722706,53.35507944136462,64.24724459842488
2015-10-05,58.33093123654724,52.78333934692047,65.55967757375164
2015-10-06,58.645036391013896,54.51569343991504,63.25516020300661
2015-10-07,57.591080181018874,56.898242105185524,58.870991755846035
2015-10-08,59.25911057757011,56.87082438435234,62.30315822227559
2015-10-09,60.95501083390275,57.9942963311496,63.28854440982089
2015-10-10,60.619767661833286,56.01438953712559,63.41016433672796
2015-10-11,56.24940432015875,52.23457388134385,60.34495294913112
2015-10-12,57.213909426849206,54.15057454602144,60.42792798983961
2015-10-13,55.449084656381565,52.70372211702443,58.10885811501564
2015-10-14,53.595574535141544,51.03162783821024,56.99707437859153
2015-10-15,55.877148580153694,51.27252702412185,61.84185374824407
2015-10-16,57.33183817472203,52.58579537310425,62.61571208385757
2015-10-17,58.33612418436212,55.8370361957749,62.0195601556444
2015-10-18,56.92201632804546,56.35040687664631,57.84825484263928
2015-10-19,57.73112301181475,56.13106379312207,60.665281147389905
2015-10-20,55.526133411361705,53.082058424610636,58.744980605749575
2015-10-21,54.6692936911902,51.6555107690388,59.344492011612616
2015-10-22,52.90357441774764,50.09607138711522,56.56661181922151
2015-10-23,51.687797768146375,49.28748099554184,54.59411187103005
2015-10-24,51.94952667508202,49.95127263548473,55.292108426820825
2015-10-25,54.45121963965581,51.66659581440784,58.89178540630883
2015-10-26,54.582058830607274,53.14981265274112,55.984810794221666
2015-10-27,54.874854054357456,52.01124864875648,58.54080184714803
2015-10-28,54.139595573147886,53.22635695305307,55.10645322406524
2015-10-29,55.731559847334665,53.78036221327177,57.991973501681834
2015-10-30,57.430765247350614,54.95624950849286,61.59468927916024
2015-10-31,56.210813747939795,53.54416799683162,58.77886743105713
2015-11-01,52.5085749356398,50.338474712076405,54.913369682947746
2015-11-02,50.271290446717224,48.13392769134474,51.78805846780116
2015-11-03,47.418992156314225,44.94595886549521,50.560564224042935
