"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-18",,"53","37"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-19",,"49","33"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-20",,"50","36"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-21",,"54","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-22",,"55","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-23",,"53","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-24",,"52","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-25",,"52","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-26",,"50","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-27",,"53","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-28",,"51","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-29",,"56","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-30",,"53","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-03-31",,"52","40"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-01",,"55","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-02",,"49","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-03",,"52","39"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-04",,"60","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-05",,"51","47"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-06",,"56","47"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-07",,"57","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-08",,"51","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-09",,"52","37"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-10",,"50","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-11",,"55","39"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-12",,"57","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-13",,"54","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-14",,"52","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-15",,"55","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-16",,"61","39"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-17",,"59","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-18",,"60","48"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-19",,"55","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-20",,"56","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-21",,"63","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-22",,"62","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-23",,"52","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-24",,"56","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-25",,"55","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-26",,"50","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-27",,"53","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-28",,"57","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-29",,"53","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-04-30",,"55","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-01",,"49","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-02",,"61","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-03",,"71","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-04",,"70","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-05",,"59","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-06",,"55","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-07",,"59","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-08",,"61","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-09",,"64","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-10",,"68","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-11",,"60","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-12",,"54","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-13",,"56","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-14",,"56","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-15",,"53","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-16",,"51","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-17",,"56","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-18",,"61","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-19",,"66","47"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-20",,"68","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-21",,"71","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-22",,"77","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-23",,"70","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-24",,"60","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-25",,"66","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-26",,"75","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-27",,"79","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-28",,"79","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-29",,"69","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-30",,"57","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-05-31",,"70","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-01",,"68","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-02",,"69","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-03",,"60","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-04",,"62","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-05",,"68","48"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-06",,"78","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-07",,"77","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-08",,"64","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-09",,"62","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-10",,"62","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-11",,"68","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-12",,"64","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-13",,"61","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-14",,"63","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-15",,"59","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-16",,"66","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-17",,"62","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-18",,"67","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-19",,"66","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-20",,"64","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-21",,"64","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-22",,"70","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-23",,"75","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-24",,"82","58"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-25",,"87","62"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-26",,"73","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-27",,"69","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-28",,"68","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-29",,"73","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-06-30",,"78","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-01",,"69","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-02",,"71","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-03",,"67","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-04",,"75","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-05",,"80","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-06",,"75","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-07",,"71","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-08",,"76","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-09",,"73","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-10",,"71","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-11",,"69","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-12",,"72","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-13",,"68","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-14",,"74","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-15",,"73","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-16",,"69","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-17",,"73","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-18",,"76","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-19",,"73","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-20",,"73","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-21",,"74","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-22",,"80","58"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-23",,"71","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-24",,"76","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-25",,"81","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-26",,"75","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-27",,"64","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-28",,"73","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-29",,"77","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-30",,"74","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-07-31",,"79","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-01",,"81","59"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-02",,"83","63"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-03",,"88","65"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-04",,"88","62"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-05",,"76","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-06",,"74","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-07",,"78","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-08",,"81","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-09",,"83","58"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-10",,"82","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-11",,"77","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-12",,"72","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-13",,"66","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-14",,"68","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-15",,"74","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-16",,"73","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-17",,"73","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-18",,"73","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-19",,"72","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-20",,"71","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-21",,"77","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-22",,"84","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-23",,"72","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-24",,"68","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-25",,"71","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-26",,"77","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-27",,"82","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-28",,"85","61"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-29",,"88","58"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-30",,"73","58"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-08-31",,"71","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-01",,"78","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-02",,"85","58"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-03",,"86","62"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-04",,"82","63"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-05",,"88","67"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-06",,"79","63"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-07",,"71","60"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-08",,"68","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-09",,"65","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-10",,"71","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-11",,"77","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-12",,"70","55"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-13",,"67","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-14",,"72","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-15",,"72","51"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-16",,"78","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-17",,"63","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-18",,"62","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-19",,"60","48"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-20",,"59","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-21",,"62","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-22",,"64","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-23",,"66","52"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-24",,"70","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-25",,"64","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-26",,"68","53"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-27",,"77","54"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-28",,"84","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-29",,"69","56"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-09-30",,"61","50"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-01",,"58","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-02",,"61","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-03",,"63","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-04",,"64","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-05",,"67","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-06",,"62","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-07",,"57","48"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-08",,"59","47"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-09",,"62","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-10",,"55","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-11",,"56","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-12",,"48","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-13",,"51","40"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-14",,"54","39"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-15",,"59","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-16",,"61","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-17",,"57","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-18",,"59","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-19",,"54","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-20",,"51","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-21",,"58","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-22",,"59","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-23",,"64","49"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-24",,"58","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-25",,"54","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-26",,"56","47"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-27",,"60","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-28",,"64","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-29",,"58","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-30",,"58","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-10-31",,"56","37"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-01",,"52","47"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-02",,"48","37"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-03",,"37","30"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-04",,"38","30"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-05",,"37","33"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-06",,"45","32"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-07",,"45","36"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-08",,"53","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-09",,"48","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-10",,"51","39"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-11",,"49","40"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-12",,"53","46"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-13",,"52","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-14",,"53","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-15",,"47","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-16",,"44","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-17",,"47","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-18",,"51","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-19",,"49","40"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-20",,"48","39"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-21",,"57","39"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-22",,"63","57"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-23",,"58","47"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-24",,"49","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-25",,"51","44"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-26",,"57","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-27",,"47","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-28",,"47","39"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-29",,"48","38"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-11-30",,"45","40"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-01",,"46","43"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-02",,"44","40"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-03",,"43","36"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-04",,"42","32"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-05",,"42","31"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-06",,"46","35"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-07",,"54","33"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-08",,"49","33"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-09",,"49","31"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-10",,"48","31"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-11",,"50","30"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-12",,"45","34"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-13",,"46","36"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-14",,"50","35"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-15",,"43","37"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-16",,"43","38"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-17",,"48","42"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-18",,"48","40"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-19",,"48","37"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-20",,"41","29"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-21",,"37","29"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-22",,"39","31"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-23",,"35","25"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-24",,"36","28"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-25",,"35","30"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-26",,"37","32"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-27",,"39","31"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-28",,"47","38"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-29",,"53","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-30",,"44","35"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2017-12-31",,"37","30"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2018-01-01",,"38","29"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2018-01-02",,"39","31"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2018-01-03",,"42","32"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2018-01-04",,"49","34"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2018-01-05",,"52","45"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2018-01-06",,"48","41"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2018-01-07",,"44","40"
"USW00024222","EVERETT SNOHOMISH CO AIRPORT, WA US","2018-01-08",,"49","43"
