date,description,gallons,sale_amount,price_per_gal
2022-07-21,PROPANE INDEX,662.1,1404.38,2.1210995317927805
2022-09-29,PROPANE INDEX,852.4,1595.52,1.8717972782731112
2022-10-18,PROPANE INDEX,860.8,1611.25,1.8718052973977697
2022-10-29,PROPANE INDEX,803.2,1503.43,1.8718002988047808
2022-11-07,PROPANE INDEX,1179.5,2243.17,1.9017973717676981
2022-11-13,PROPANE INDEX,932.4,1773.24,1.901801801801802
2022-11-21,PROPANE INDEX,1277.5,2429.55,1.9018003913894326
2022-11-29,PROPANE INDEX,1086.1,2119.85,1.9518000184145108
2022-12-06,PROPANE INDEX,1249.9,2439.55,1.9517961436914952
2022-12-15,PROPANE INDEX,1202.0,2382.12,1.9817970049916804
2022-12-24,PROPANE INDEX,1727.9,3500.9,2.0261010475143237
2023-01-03,PROPANE INDEX,1125.6,2280.58,2.0261016346837244
2023-01-11,PROPANE INDEX,971.9,1891.9,1.9465994443872827
2023-01-19,PROPANE INDEX,900.8,1886.1,2.0938055062166963
2023-01-28,PROPANE INDEX,1166.3,2442.0,2.0938009088570695
2023-02-04,PROPANE INDEX,1077.4,2271.48,2.1082977538518652
2023-02-13,PROPANE INDEX,1108.9,2337.89,2.108296510055009
2023-02-21,PROPANE INDEX,1059.4,2233.53,2.1082971493298093
2023-02-28,PROPANE INDEX,1257.8,2651.82,2.108300206710129
2023-03-08,PROPANE INDEX,1157.8,2440.99,2.108300224563828
2023-03-14,PROPANE INDEX,857.4,1786.91,2.084103102402613
2023-03-23,PROPANE INDEX,925.0,1890.79,2.0440972972972973
2023-04-03,PROPANE INDEX,1262.9,2581.49,2.0440969197877896
2023-04-08,PROPANE INDEX,707.5,1446.2,2.0440989399293286
2023-04-19,PROPANE INDEX,1030.7,2086.24,2.024100126127874
2023-05-31,PROPANE INDEX,919.7,1488.81,1.6187996085680112
2023-06-23,PROPANE INDEX,861.4,1296.41,1.5050034827025773
2023-08-14,PROPANE INDEX,699.3,1104.89,1.5799942799942803
2023-09-30,PROPANE INDEX,1023.7,1689.51,1.650395623717886
2023-10-20,PROPANE INDEX,742.3,1256.71,1.692994746059545
2023-10-30,PROPANE INDEX,506.0,872.04,1.7233992094861659
2023-11-07,PROPANE INDEX,958.5,1603.67,1.6731038080333855
2023-11-16,PROPANE INDEX,797.4,1320.49,1.655994482066717
2023-11-22,PROPANE INDEX,661.0,1089.26,1.6478971255673223
2023-11-30,PROPANE INDEX,996.9,1643.49,1.6486006620523623
2023-12-10,PROPANE INDEX,1099.0,1944.57,1.7693994540491356
2023-12-18,PROPANE INDEX,944.0,1703.54,1.8045974576271187
2023-12-26,PROPANE INDEX,965.7,1715.47,1.7764005384695039
2024-01-05,PROPANE INDEX,768.8,1362.7,1.772502601456816
2024-01-11,PROPANE INDEX,1257.8,2258.63,1.795698839243123
2024-01-16,PROPANE INDEX,1245.2,2325.16,1.8672984259556695
2024-01-24,PROPANE INDEX,906.4,1761.59,1.9435017652250661
2024-02-02,PROPANE INDEX,106.9,226.78,2.121421889616464
2024-02-02,PROPANE INDEX,750.9,1480.62,1.9717938473831402
2024-02-10,PROPANE INDEX,856.3,1682.2,1.9644984234497258
2024-02-16,PROPANE INDEX,717.3,1414.59,1.972103722291928
2024-02-27,PROPANE INDEX,1000.0,1888.8,1.8888
2024-03-05,PROPANE INDEX,1040.9,1923.79,1.848198674224229
2024-03-12,PROPANE INDEX,748.5,1383.38,1.8482030728122913
2024-03-22,PROPANE INDEX,750.9,1387.81,1.8481954987348514
2024-04-04,PROPANE INDEX,877.4,1554.58,1.771803054479143
2024-04-15,PROPANE INDEX,763.4,1309.92,1.715902541262772
2024-04-30,PROPANE INDEX,1045.8,1815.4,1.7358959648116277
2024-05-21,PROPANE INDEX,934.0,1621.33,1.735899357601713
2024-06-21,PROPANE INDEX,965.5,1582.65,1.6392024857586744
2024-08-28,PROPANE INDEX,935.8,1427.66,1.5256037614874975
2024-10-09,PROPANE INDEX,964.3,1614.53,1.6743026029244013
2024-10-25,PROPANE INDEX,1015.9,1746.64,1.7193030810119108
2024-11-07,PROPANE INDEX,1061.8,2015.08,1.8977961951403277
2024-11-19,PROPANE INDEX,1144.5,2232.35,1.9505024027959807
2024-11-26,PROPANE INDEX,696.9,1391.64,1.9969005596211797
2024-12-05,PROPANE INDEX,1227.9,2460.96,2.0042022966039577
2024-12-12,PROPANE INDEX,664.8,1332.59,2.004497593261131
2024-12-19,PROPANE INDEX,870.9,1725.08,1.980801469743943
2024-12-28,PROPANE INDEX,811.7,1606.19,1.9787975853147715
2025-01-05,PROPANE INDEX,956.3,1875.02,1.9607027083551187
2025-01-14,PROPANE INDEX,1038.3,2089.47,2.01239526148512
2025-01-18,PROPANE INDEX,605.7,1244.41,2.0544989268614824
2025-01-25,PROPANE INDEX,902.6,1871.9,2.073897629071571
2025-01-31,PROPANE INDEX,919.7,1912.88,2.079895618136349
2025-02-06,PROPANE INDEX,923.4,1976.26,2.1401992635910765
2025-02-11,PROPANE INDEX,906.7,1947.68,2.148097496415573
2025-02-19,PROPANE INDEX,1036.6,2232.84,2.1540034728921476
2025-02-28,PROPANE INDEX,888.3,1913.4,2.154002026342452
2025-03-11,PROPANE INDEX,1151.8,2480.98,2.1540024309776005
2025-03-20,PROPANE INDEX,900.4,1948.47,2.1640048867170147
2025-04-04,PROPANE INDEX,364.4,783.46,2.1500000000000004
2025-04-08,PROPANE INDEX,970.5,2086.58,2.1500051519835135
2025-04-18,PROPANE INDEX,672.8,1446.52,2.15
2025-04-30,PROPANE INDEX,770.4,1640.95,2.1299974039460023
2025-05-15,PROPANE INDEX,737.3,1540.96,2.0900040689000408
2025-06-13,PROPANE INDEX,1143.0,2128.38,1.8620997375328086
2025-07-18,PROPANE INDEX,733.5,1357.42,1.850606680299932
2025-08-27,PROPANE INDEX,755.1,1340.0,1.7745993908091644
2025-09-25,PROPANE BULK,52.6,252.91,4.808174904942965
2025-09-25,PROPANE BULK,84.6,362.77,4.28806146572104
2025-09-25,PROPANE INDEX,106.5,227.56,2.1367136150234742
2025-10-02,PROPANE INDEX,837.6,1552.66,1.8537010506208214
2025-10-22,PROPANE INDEX,914.8,1741.5,1.9036947966768694
2025-11-04,PROPANE INDEX,1134.1,2158.99,1.9037033771272374
2025-11-14,PROPANE INDEX,803.7,1530.0,1.9036954087346023
2025-11-22,PROPANE INDEX,792.0,1507.73,1.903699494949495
2025-12-01,PROPANE INDEX,1095.9,2086.26,1.9036955926635641
2025-12-10,PROPANE INDEX,871.7,1704.44,1.9553057244464838
2025-12-19,PROPANE INDEX,916.5,1766.28,1.9272013093289688
2025-12-26,PROPANE INDEX,865.7,1651.67,1.907901120480536
2026-01-01,PROPANE INDEX,970.9,1884.61,1.9410958904109588
2026-01-09,PROPANE INDEX,1002.8,1964.69,1.959204228161149
2026-01-19,PROPANE INDEX,1150.2,2286.02,1.9874978264649625
2026-01-24,PROPANE INDEX,864.8,1741.27,2.013494449583719
