,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transaction date,Transaction Description,Doc Number,Sale Amount,Gallons,Document Reference,Payment Amount,Group,Gallon Consumption,Running total,Month,Year,Month-Year,Monthly Temp (F),,,,Month,Year,Total Gal,Nonzero Gal,Monthly Avg T,,,,,,
3/20/2013,MAINTENANCE,1074718385,"($1,612.27)",0, ,$0.00,37066704,"137,073.20",($266.49),3,2013,Mar-13,,,,,,,,,,,,,,,
3/20/2013,MAINTENANCE,1074973181,"($1,836.27)",0, ,$0.00,37066704,"137,073.20","($2,102.76)",3,2013,Mar-13,,,,,,,,,,,,,,,
3/20/2013,MAINTENANCE,1075239448,"($1,739.64)",0, ,$0.00,37066704,"137,073.20","($3,842.40)",3,2013,Mar-13,,,,,,,,,,,,,,,
3/20/2013,MAINTENANCE,OA-7840153,"$5,188.18",0,BILL1160422017,$0.00,37066704,"137,073.20","$1,345.78",3,2013,Mar-13,,,,,,,,,,,,,,,
3/22/2013,000000003549518,RNT4915060,$5.43,0, ,$0.00,37104010,"137,171.20","$1,539.66",3,2013,Mar-13,,,,,,,,,,,,,,,
3/22/2013,RED TAG INSTALLATION,1075529226,$188.45,98, ,$0.00,37119075,"137,171.20","$1,534.23",3,2013,Mar-13,,,,,,,,,,,,,,,
3/26/2013,PROPANE INDEX,1075730682,$247.57,150.1, ,$0.00,37164461,"137,321.30","$1,787.23",3,2013,Mar-13,,,,,,,,,,,,,,,
3/29/2013,PROPANE INDEX,1075790562,"$2,176.85",1305.3, ,$0.00,37208144,"138,626.60","$3,964.08",3,2013,Mar-13,,,,,,,,,,,,,,,
4/11/2013,MAINTENANCE,1075474879,"($1,345.78)",0, ,$0.00,37359056,"138,626.60",$831.07,4,2013,Apr-13,,,,,,,,,,,,,,,
4/11/2013,MAINTENANCE,1075529226,($188.45),0, ,$0.00,37359056,"138,626.60",$642.62,4,2013,Apr-13,,,,,,,,,,,,,,,
4/11/2013,MAINTENANCE,1075730682,($247.57),0, ,$0.00,37359056,"138,626.60",$395.05,4,2013,Apr-13,,,,,,,,,,,,,,,
4/11/2013,MAINTENANCE,OA-7887219,"$1,787.23",0,5001300385,$0.00,37359056,"138,626.60","$2,182.28",4,2013,Apr-13,,,,,,,,,,,,,,,
4/11/2013,MAINTENANCE,RNT4915060,($5.43),0, ,$0.00,37359056,"138,626.60","$2,176.85",4,2013,Apr-13,,,,,,,,,,,,,,,
4/19/2013,PROPANE INDEX,1076134383,"$1,470.38",918.7, ,$0.00,37469101,"139,545.30","$3,647.23",4,2013,Apr-13,,,,,,,,,,,,,,,
5/10/2013,PROPANE INDEX,1076437323,"$1,135.82",728.7, ,$0.00,37691547,"140,274.00","$4,783.05",5,2013,May-13,,,,,,,,,,,,,,,
5/15/2013,MAINTENANCE,1075790562,"($2,176.85)",0, ,$0.00,37732973,"140,274.00","($1,041.03)",5,2013,May-13,,,,,,,,,,,,,,,
5/15/2013,MAINTENANCE,1076134383,"($1,470.38)",0, ,$0.00,37732973,"140,274.00","($2,511.41)",5,2013,May-13,,,,,,,,,,,,,,,
5/15/2013,MAINTENANCE,OA-7960085,"$3,647.23",0,BILL1163277515,$0.00,37732973,"140,274.00","$1,135.82",5,2013,May-13,,,,,,,,,,,,,,,
6/28/2013,PROPANE INDEX,1077064340,"$1,009.45",802.3, ,$0.00,38133596,"141,076.30","$1,009.45",6,2013,Jun-13,,,,,,,,,,,,,,,
9/17/2013,PROPANE INDEX,1078081957,"$1,021.29",616.5, ,$0.00,38811115,"141,692.80","$1,021.29",9,2013,Sep-13,,,,,,,,,,,,,,,
9/24/2013,000000001857421,RNT5109229,$120.00,0, ,$0.00,38878165,"141,692.80","$1,141.29",9,2013,Sep-13,,,,,,,,,,,,,,,
10/6/2013,SERVICE LABOR,1078231665,$343.49,0, ,$0.00,38976306,"141,692.80","$1,484.78",10,2013,Oct-13,,,,,,,,,,,,,,,
10/6/2013,SERVICE LABOR,1078233475,$386.77,0, ,$0.00,38976306,"141,692.80","$1,871.55",10,2013,Oct-13,,,,,,,,,,,,,,,
10/10/2013,PROPANE INDEX,1078351266,$192.28,97.5, ,$0.00,39029148,"141,790.30","$2,063.83",10,2013,Oct-13,,,,,,,,,,,,,,,
10/10/2013,PROPANE INDEX,1078428037,"$1,502.82",893.1, ,$0.00,39029148,"142,683.40","$3,566.65",10,2013,Oct-13,,,,,,,,,,,,,,,
10/16/2013,MAINTENANCE,1078081957,"($1,021.29)",0, ,$0.00,39086202,"142,683.40","$1,404.07",10,2013,Oct-13,,,,,,,,,,,,,,,
10/16/2013,MAINTENANCE,OA-8264247,"$1,141.29",0,RNT510229,$0.00,39086202,"142,683.40","$2,545.36",10,2013,Oct-13,,,,,,,,,,,,,,,
10/16/2013,MAINTENANCE,RNT5109229,($120.00),0, ,$0.00,39086202,"142,683.40","$2,425.36",10,2013,Oct-13,,,,,,,,,,,,,,,
10/31/2013,PROPANE INDEX,1078764493,"$1,662.51",920.6, ,$0.00,39267215,"143,604.00","$4,087.87",10,2013,Oct-13,,,,,,,,,,,,,,,
11/13/2013,MAINTENANCE,1078231665,($343.49),0, ,$0.00,39407551,"143,604.00","$1,319.02",11,2013,Nov-13,,,,,,,,,,,,,,,
11/13/2013,MAINTENANCE,1078233475,($386.77),0, ,$0.00,39407551,"143,604.00",$932.25,11,2013,Nov-13,,,,,,,,,,,,,,,
11/13/2013,MAINTENANCE,1078351266,($192.28),0, ,$0.00,39407551,"143,604.00",$739.97,11,2013,Nov-13,,,,,,,,,,,,,,,
11/13/2013,MAINTENANCE,1078428037,"($1,502.82)",0, ,$0.00,39407551,"143,604.00",($762.85),11,2013,Nov-13,,,,,,,,,,,,,,,
11/13/2013,MAINTENANCE,OA-8345052,"$2,425.36",0,5001613207,$0.00,39407551,"143,604.00","$1,662.51",11,2013,Nov-13,,,,,,,,,,,,,,,
11/15/2013,PROPANE INDEX,1079049410,"$2,023.48",1072.1, ,$0.00,39455353,"144,676.10","$3,685.99",11,2013,Nov-13,,,,,,,,,,,,,,,
11/27/2013,PROPANE INDEX,1079300255,"$1,545.21",823.1, ,$0.00,39621063,"145,499.20","$5,231.20",11,2013,Nov-13,,,,,,,,,,,,,,,
12/6/2013,PROPANE INDEX,1079524605,"$1,902.94",950.9, ,$0.00,39729422,"146,450.10","$7,134.14",12,2013,Dec-13,,,,,,,,,,,,,,,
12/16/2013,PROPANE INDEX,1079808434,"$2,103.96",1031.1, ,$0.00,39877693,"147,481.20","$9,238.10",12,2013,Dec-13,,,,,,,,,,,,,,,
12/23/2013,MAINTENANCE,1078764493,"($1,662.51)",0, ,$0.00,39969029,"147,481.20","$3,891.53",12,2013,Dec-13,,,,,,,,,,,,,,,
12/23/2013,MAINTENANCE,1079049410,"($2,023.48)",0, ,$0.00,39969029,"147,481.20","$1,868.05",12,2013,Dec-13,,,,,,,,,,,,,,,
12/23/2013,MAINTENANCE,OA-8490849,"$3,685.99",0,5001659844,$0.00,39969029,"147,481.20","$5,554.04",12,2013,Dec-13,,,,,,,,,,,,,,,
12/26/2013,PROPANE INDEX,1080072119,"$1,753.39",859, ,$0.00,40026273,"148,340.20","$7,307.43",12,2013,Dec-13,,,,,,,,,,,,,,,
1/9/2014,PROPANE INDEX,1080417282,"$2,708.56",1250.2, ,$0.00,40221032,"149,590.40","$10,015.99",1,2014,Jan-14,,,,,,,,,,,,,,,
1/20/2014,PROPANE INDEX,1080624430,"$1,861.38",823, ,$0.00,40382366,"150,413.40","$4,569.94",1,2014,Jan-14,,,,,,,,,,,,,,,
1/22/2014,MAINTENANCE,1079300255,"($1,545.21)",0, ,$0.00,40435008,"150,413.40","$3,024.73",1,2014,Jan-14,,,,,,,,,,,,,,,
1/22/2014,MAINTENANCE,1079524605,"($1,902.94)",0, ,$0.00,40435008,"150,413.40","$1,121.79",1,2014,Jan-14,,,,,,,,,,,,,,,
1/22/2014,MAINTENANCE,1079808434,"($2,103.96)",0, ,$0.00,40435008,"150,413.40",($982.17),1,2014,Jan-14,,,,,,,,,,,,,,,
1/22/2014,MAINTENANCE,1080072119,"($1,753.39)",0, ,$0.00,40435008,"150,413.40","($2,735.56)",1,2014,Jan-14,,,,,,,,,,,,,,,
1/22/2014,MAINTENANCE,FC-9733161,($1.93),0,900164,$0.00,40435008,"150,413.40","($2,737.49)",1,2014,Jan-14,,,,,,,,,,,,,,,
1/22/2014,MAINTENANCE,OA-8565866,"$7,307.43",0,5001710683,$0.00,40435008,"150,413.40","$4,569.94",1,2014,Jan-14,,,,,,,,,,,,,,,
1/24/2014,000000002680750,RNT5314205,$1.09,0, ,$0.00,40468575,"150,413.40","$4,571.03",1,2014,Jan-14,,,,,,,,,,,,,,,
1/30/2014,PROPANE INDEX,1080890413,"$3,233.32",882, ,$0.00,40575489,"151,295.40","$7,804.35",1,2014,Jan-14,,,,,,,,,,,,,,,
2/9/2014,PROPANE INDEX,1081081245,"$2,640.92",1086.8, ,$0.00,40715743,"152,382.20","$10,445.27",2,2014,Feb-14,,,,,,,,,,,,,,,
2/14/2014,MAINTENANCE,1080417282,"($2,708.56)",0, ,$0.00,40811518,"152,382.20","$3,165.68",2,2014,Feb-14,,,,,,,,,,,,,,,
2/14/2014,MAINTENANCE,1080624430,"($1,861.38)",0, ,$0.00,40811518,"152,382.20","$1,304.30",2,2014,Feb-14,,,,,,,,,,,,,,,
2/14/2014,MAINTENANCE,OA-8658505,"$4,571.03",0,5001765341,$0.00,40811518,"152,382.20","$5,875.33",2,2014,Feb-14,,,,,,,,,,,,,,,
2/14/2014,MAINTENANCE,RNT5314205,($1.09),0, ,$0.00,40811518,"152,382.20","$5,874.24",2,2014,Feb-14,,,,,,,,,,,,,,,
2/20/2014,PROPANE INDEX,1081292122,"$2,438.75",1003.6, ,$0.00,40926491,"153,385.80","$8,312.99",2,2014,Feb-14,,,,,,,,,,,,,,,
3/3/2014,PROPANE INDEX,1081459587,"$1,978.26",814.1, ,$0.00,41094132,"154,199.90","$10,291.25",3,2014,Mar-14,,,,,,,,,,,,,,,
3/13/2014,PROPANE INDEX,1081636396,"$1,699.79",715.7, ,$0.00,41252476,"154,915.60","$11,991.04",3,2014,Mar-14,,,,,,,,,,,,,,,
3/20/2014,MAINTENANCE,1080890413,"($3,233.32)",0, ,$0.00,41347842,"154,915.60",$444.73,3,2014,Mar-14,,,,,,,,,,,,,,,
3/20/2014,MAINTENANCE,1081081245,"($2,640.92)",0, ,$0.00,41347842,"154,915.60","($2,196.19)",3,2014,Mar-14,,,,,,,,,,,,,,,
3/20/2014,MAINTENANCE,1081292122,"($2,438.75)",0, ,$0.00,41347842,"154,915.60","($4,634.94)",3,2014,Mar-14,,,,,,,,,,,,,,,
3/20/2014,MAINTENANCE,OA-8750548,"$8,312.99",0,5001823049,$0.00,41347842,"154,915.60","$3,678.05",3,2014,Mar-14,,,,,,,,,,,,,,,
3/21/2014,000000003549518,RNT5415805,$5.44,0, ,$0.00,41369921,"154,915.60","$3,683.49",3,2014,Mar-14,,,,,,,,,,,,,,,
3/24/2014,PROPANE INDEX,1081786278,"$1,761.07",772.4, ,$0.00,41412752,"155,688.00","$5,444.56",3,2014,Mar-14,,,,,,,,,,,,,,,
4/7/2014,PROPANE INDEX,1081992781,"$1,761.69",838.9, ,$0.00,41586802,"156,526.90","$7,206.25",4,2014,Apr-14,,,,,,,,,,,,,,,
4/21/2014,PROPANE INDEX,1082178922,"$1,369.88",702.5, ,$0.00,41759937,"157,229.40","$3,131.57",4,2014,Apr-14,,,,,,,,,,,,,,,
4/23/2014,MAINTENANCE,1081459587,"($1,978.26)",0, ,$0.00,41774830,"157,229.40","$1,153.31",4,2014,Apr-14,,,,,,,,,,,,,,,
4/23/2014,MAINTENANCE,1081636396,"($1,699.79)",0, ,$0.00,41774830,"157,229.40",($546.48),4,2014,Apr-14,,,,,,,,,,,,,,,
4/23/2014,MAINTENANCE,1081786278,"($1,761.07)",0, ,$0.00,41774830,"157,229.40","($2,307.55)",4,2014,Apr-14,,,,,,,,,,,,,,,
4/23/2014,MAINTENANCE,OA-8817764,"$5,444.56",0,5001878729,$0.00,41774830,"157,229.40","$3,137.01",4,2014,Apr-14,,,,,,,,,,,,,,,
4/23/2014,MAINTENANCE,RNT5415805,($5.44),0, ,$0.00,41774830,"157,229.40","$3,131.57",4,2014,Apr-14,,,,,,,,,,,,,,,
5/12/2014,PROPANE INDEX,1082456052,"$1,380.92",726.8, ,$0.00,41969766,"157,956.20","$4,512.49",5,2014,May-14,,,,,,,,,,,,,,,
5/16/2014,MAINTENANCE,1081992781,"($1,761.69)",0, ,$0.00,42011579,"157,956.20",($380.77),5,2014,May-14,,,,,,,,,,,,,,,
5/16/2014,MAINTENANCE,1082178922,"($1,369.88)",0, ,$0.00,42011579,"157,956.20","($1,750.65)",5,2014,May-14,,,,,,,,,,,,,,,
5/16/2014,MAINTENANCE,OA-8857569,"$3,131.57",0,5001931535,$0.00,42011579,"157,956.20","$1,380.92",5,2014,May-14,,,,,,,,,,,,,,,
6/19/2014,PROPANE INDEX,1082886197,"$1,031.90",607, ,$0.00,42329391,"158,563.20","$1,031.90",6,2014,Jun-14,,,,,,,,,,,,,,,
9/8/2014,PROPANE INDEX,1083790505,"$1,113.16",654.8, ,$0.00,43043653,"159,218.00","$1,113.16",9,2014,Sep-14,,,,,,,,,,,,,,,
9/24/2014,000000001857421,RNT5613554,$120.00,0, ,$0.00,43226157,"159,218.00","$1,233.16",9,2014,Sep-14,,,,,,,,,,,,,,,
10/20/2014,PROPANE INDEX,1084391435,"$1,151.75",677.5, ,$0.00,43482902,"159,895.50","$1,151.75",10,2014,Oct-14,,,,,,,,,,,,,,,
10/22/2014,MAINTENANCE,1083790505,"($1,113.16)",0, ,$0.00,43500893,"159,895.50",$38.59,10,2014,Oct-14,,,,,,,,,,,,,,,
10/22/2014,MAINTENANCE,OA-9185805,"$1,233.16",0,5002159959,$0.00,43500893,"159,895.50","$1,271.75",10,2014,Oct-14,,,,,,,,,,,,,,,
10/22/2014,MAINTENANCE,RNT5613554,($120.00),0, ,$0.00,43500893,"159,895.50","$1,151.75",10,2014,Oct-14,,,,,,,,,,,,,,,
11/6/2014,PROPANE INDEX,1084664024,"$1,300.16",764.8, ,$0.00,43669111,"160,660.30","$2,451.91",11,2014,Nov-14,,,,,,,,,,,,,,,
11/13/2014,MAINTENANCE,1084391435,"($1,151.75)",0, ,$0.00,43754713,"160,660.30",$148.41,11,2014,Nov-14,,,,,,,,,,,,,,,
11/13/2014,MAINTENANCE,OA-9251201,"$1,151.75",0,5002205449,$0.00,43754713,"160,660.30","$1,300.16",11,2014,Nov-14,,,,,,,,,,,,,,,
11/17/2014,PROPANE INDEX,1084840870,"$2,011.44",1183.2, ,$0.00,43803668,"161,843.50","$3,311.60",11,2014,Nov-14,,,,,,,,,,,,,,,
12/2/2014,PROPANE INDEX,1085118817,"$2,441.20",1436, ,$0.00,43990412,"163,279.50","$5,752.80",12,2014,Dec-14,,,,,,,,,,,,,,,
12/13/2014,PROPANE INDEX,1085321583,$631.21,371.3, ,$0.00,44137831,"163,650.80","$6,384.01",12,2014,Dec-14,,,,,,,,,,,,,,,
12/17/2014,MAINTENANCE,1084664024,"($1,300.16)",0, ,$0.00,44182885,"163,650.80","$1,772.25",12,2014,Dec-14,,,,,,,,,,,,,,,
12/17/2014,MAINTENANCE,1084840870,"($2,011.44)",0, ,$0.00,44182885,"163,650.80",($239.19),12,2014,Dec-14,,,,,,,,,,,,,,,
12/17/2014,MAINTENANCE,OA-9348587,"$3,311.60",0,5002253175,$0.00,44182885,"163,650.80","$3,072.41",12,2014,Dec-14,,,,,,,,,,,,,,,
12/19/2014,PROPANE INDEX,1085417454,"$1,870.17",1100.1, ,$0.00,44229440,"164,750.90","$4,942.58",12,2014,Dec-14,,,,,,,,,,,,,,,
12/30/2014,PROPANE INDEX,1085557183,"$1,897.37",1116.1, ,$0.00,44351020,"165,867.00","$6,839.95",12,2014,Dec-14,,,,,,,,,,,,,,,
1/8/2015,PROPANE INDEX,1085715796,"$1,475.43",867.9, ,$0.00,44469829,"166,734.90","$8,315.38",1,2015,Jan-15,,,,,,,,,,,,,,,
1/16/2015,MAINTENANCE,1085118817,"($2,441.20)",0, ,$0.00,44581470,"166,734.90",$931.60,1,2015,Jan-15,,,,,,,,,,,,,,,
1/16/2015,MAINTENANCE,1085321583,($631.21),0, ,$0.00,44581470,"166,734.90",$300.39,1,2015,Jan-15,,,,,,,,,,,,,,,
1/16/2015,MAINTENANCE,1085417454,"($1,870.17)",0, ,$0.00,44581470,"166,734.90","($1,569.78)",1,2015,Jan-15,,,,,,,,,,,,,,,
1/16/2015,MAINTENANCE,OA-9428647,"$4,942.58",0,5002303820,$0.00,44581470,"167,521.60","$4,710.19",1,2015,Jan-15,,,,,,,,,,,,,,,
1/16/2015,PROPANE INDEX,1085862225,"$1,337.39",786.7, ,$0.00,44594340,"167,521.60",($232.39),1,2015,Jan-15,,,,,,,,,,,,,,,
1/23/2015,000000002680750,RNT5813897,$1.09,0, ,$0.00,44684232,"167,521.60","$4,711.28",1,2015,Jan-15,,,,,,,,,,,,,,,
1/29/2015,PROPANE INDEX,1086075344,"$1,628.09",957.7, ,$0.00,44779305,"168,479.30","$6,339.37",1,2015,Jan-15,,,,,,,,,,,,,,,
2/9/2015,PROPANE INDEX,1086233398,"$1,326.68",780.4, ,$0.00,44910862,"169,259.70","$7,666.05",2,2015,Feb-15,,,,,,,,,,,,,,,
2/25/2015,MAINTENANCE,1085557183,"($1,897.37)",0, ,$0.00,45162698,"169,259.70","$1,060.37",2,2015,Feb-15,,,,,,,,,,,,,,,
2/25/2015,MAINTENANCE,1085715796,"($1,475.43)",0, ,$0.00,45162698,"169,259.70",($415.06),2,2015,Feb-15,,,,,,,,,,,,,,,
2/25/2015,MAINTENANCE,1085862225,"($1,337.39)",0, ,$0.00,45162698,"169,259.70","($1,752.45)",2,2015,Feb-15,,,,,,,,,,,,,,,
2/25/2015,MAINTENANCE,OA-9525704,"$4,711.28",0,5002355064,$0.00,45162698,"169,259.70","$2,958.83",2,2015,Feb-15,,,,,,,,,,,,,,,
2/25/2015,MAINTENANCE,RNT5813897,($1.09),0, ,$0.00,45162698,"169,259.70","$2,957.74",2,2015,Feb-15,,,,,,,,,,,,,,,
2/26/2015,PROPANE INDEX,1086553135,"$2,060.06",1211.8, ,$0.00,45191549,"170,471.50","$5,017.80",2,2015,Feb-15,,,,,,,,,,,,,,,
3/9/2015,PROPANE INDEX,1086716685,"$1,502.63",883.9, ,$0.00,45325586,"171,355.40","$6,520.43",3,2015,Mar-15,,,,,,,,,,,,,,,
3/20/2015,MAINTENANCE,1086075344,"($1,628.09)",0, ,$0.00,45483807,"171,355.40","$1,934.60",3,2015,Mar-15,,,,,,,,,,,,,,,
3/20/2015,MAINTENANCE,1086233398,"($1,326.68)",0, ,$0.00,45483807,"171,355.40",$607.92,3,2015,Mar-15,,,,,,,,,,,,,,,
3/20/2015,MAINTENANCE,FC-10662317,($2.97),0,900179,$0.00,45483807,"171,355.40",$604.95,3,2015,Mar-15,,,,,,,,,,,,,,,
3/20/2015,MAINTENANCE,OA-9612559,"$2,957.74",0,5002409906,$0.00,45483807,"171,355.40","$3,562.69",3,2015,Mar-15,,,,,,,,,,,,,,,
3/24/2015,000000003549518,RNT5908588,$5.44,0, ,$0.00,45533309,"171,355.40","$3,568.13",3,2015,Mar-15,,,,,,,,,,,,,,,
3/30/2015,PROPANE INDEX,1086990385,"$1,595.48",1009.8, ,$0.00,45610165,"172,365.20","$5,163.61",3,2015,Mar-15,,,,,,,,,,,,,,,
4/13/2015,PROPANE INDEX,1087158530,"$1,335.57",845.3, ,$0.00,45767995,"173,210.50","$6,499.18",4,2015,Apr-15,,,,,,,,,,,,,,,
4/29/2015,MAINTENANCE,1086990385,($113.04),0, ,$0.00,45931032,"173,210.50","$2,704.97",4,2015,Apr-15,,,,,,,,,,,,,,,
4/29/2015,MAINTENANCE,REF 5002463419,$113.04,0, ,$0.00,45931032,"173,210.50","$2,818.01",4,2015,Apr-15,,,,,,,,,,,,,,,
5/11/2015,PROPANE INDEX,1087487587,"$1,704.82",1079, ,$0.00,46036152,"174,289.50","$4,522.83",5,2015,May-15,,,,,,,,,,,,,,,
5/13/2015,MAINTENANCE,1086990385,"($1,482.44)",0, ,$0.00,46053551,"174,289.50",$222.38,5,2015,May-15,,,,,,,,,,,,,,,
5/13/2015,MAINTENANCE,1087158530,"($1,335.57)",0, ,$0.00,46053551,"174,289.50","($1,113.19)",5,2015,May-15,,,,,,,,,,,,,,,
5/13/2015,MAINTENANCE,OA-9710309,"$2,818.01",0,5002514221,$0.00,46053551,"174,289.50","$1,704.82",5,2015,May-15,,,,,,,,,,,,,,,
8/28/2015,PROPANE INDEX,1088619955,"$1,653.16",1117, ,$0.00,46965611,"175,406.50","$1,653.86",8,2015,Aug-15,,,,,,,,,,,,,,,
9/14/2015,PROPANE INDEX,1088714562,$51.76,23.4, ,$0.00,47086044,"175,564.50","$1,950.41",9,2015,Sep-15,,,,,,,,,,,,,,,
9/14/2015,PROPANE INDEX,1088713700,$106.15,57.2, ,$0.00,47086044,"175,541.10","$1,898.65",9,2015,Sep-15,,,,,,,,,,,,,,,
9/14/2015,PROPANE INDEX,1088737293,$110.65,60, ,$0.00,47086044,"175,624.50","$2,061.06",9,2015,Sep-15,,,,,,,,,,,,,,,
9/14/2015,PROPANE INDEX,1088713697,$138.64,77.4, ,$0.00,47086044,"175,483.90","$1,792.50",9,2015,Sep-15,,,,,,,,,,,,,,,
9/25/2015,000000001857421,RNT6099202,$120.00,0, ,$0.00,47189304,"175,624.50","$2,181.06",9,2015,Sep-15,,,,,,,,,,,,,,,
10/15/2015,PROPANE INDEX,1089083914,"$1,488.88",1006, ,$0.00,47371094,"176,630.50","$3,669.94",10,2015,Oct-15,,,,,,,,,,,,,,,
10/23/2015,MAINTENANCE,1088619955,"($1,653.16)",0, ,$0.00,47451055,"176,630.50",($163.58),10,2015,Oct-15,,,,,,,,,,,,,,,
10/23/2015,MAINTENANCE,1088713697,($138.64),0, ,$0.00,47451055,"176,630.50",($302.22),10,2015,Oct-15,,,,,,,,,,,,,,,
10/23/2015,MAINTENANCE,1088713700,($106.15),0, ,$0.00,47451055,"176,630.50",($408.37),10,2015,Oct-15,,,,,,,,,,,,,,,
10/23/2015,MAINTENANCE,1088714562,($51.76),0, ,$0.00,47451055,"176,630.50",($460.13),10,2015,Oct-15,,,,,,,,,,,,,,,
10/23/2015,MAINTENANCE,1088737293,($110.65),0, ,$0.00,47451055,"176,630.50",($570.78),10,2015,Oct-15,,,,,,,,,,,,,,,
10/23/2015,MAINTENANCE,OA-10044457,"$2,180.36",0,5002737698,$0.00,47451055,"176,630.50","$1,609.58",10,2015,Oct-15,,,,,,,,,,,,,,,
10/23/2015,MAINTENANCE,RNT6099202,($120.00),0, ,$0.00,47451055,"176,630.50","$1,489.58",10,2015,Oct-15,,,,,,,,,,,,,,,
10/26/2015,DISTANCE_CHECK_MET,1089015385,$0.00,0,1089015385,$0.00,0,"176,630.50","$1,489.58",10,2015,Oct-15,,,,,,,,,,,,,,,
10/26/2015,SERVICE NO CHARGE,1089015385,$0.00,0,1089015385,$0.00,0,"176,630.50","$1,489.58",10,2015,Oct-15,,,,,,,,,,,,,,,
10/26/2015,SITE CHECK,1089015385,$0.00,0,1089015385,$0.00,0,"176,630.50","$1,489.58",10,2015,Oct-15,,,,,,,,,,,,,,,
11/7/2015,PROPANE INDEX,1089362677,"$1,934.80",1307.3, ,$0.00,47599698,"177,937.80","$3,424.38",11,2015,Nov-15,,,,,,,,,,,,,,,
11/9/2015,SERVICE LABOR,1089237258,$135.00,0, ,$0.00,47616869,"177,937.80","$3,559.38",11,2015,Nov-15,,,,,,,,,,,,,,,
11/20/2015,MAINTENANCE,1089083914,"($1,488.88)",0, ,$0.00,47751674,"177,937.80",$580.92,11,2015,Nov-15,,,,,,,,,,,,,,,
11/20/2015,MAINTENANCE,FC-10915587,($0.70),0,900183,$0.00,47751674,"179,002.50","$2,155.98",11,2015,Nov-15,,,,,,,,,,,,,,,
11/20/2015,MAINTENANCE,OA-10120180,"$1,489.58",0,5002781996,$0.00,47751674,"179,002.50","$3,645.56",11,2015,Nov-15,,,,,,,,,,,,,,,
11/20/2015,PROPANE INDEX,1089611268,"$1,575.76",1064.7, ,$0.00,47767460,"179,002.50","$2,156.68",11,2015,Nov-15,,,,,,,,,,,,,,,
12/3/2015,PROPANE INDEX,1089802527,"$2,214.52",1496.3, ,$0.00,47902310,"180,498.80","$5,860.08",12,2015,Dec-15,,,,,,,,,,,,,,,
12/18/2015,PROPANE INDEX,1090002151,"$2,195.88",1483.7, ,$0.00,48097445,"181,982.50","$8,055.96",12,2015,Dec-15,,,,,,,,,,,,,,,
12/23/2015,MAINTENANCE,1089237258,($135.00),0, ,$0.00,48151768,"181,982.50","$4,275.40",12,2015,Dec-15,,,,,,,,,,,,,,,
12/23/2015,MAINTENANCE,1089362677,"($1,934.80)",0, ,$0.00,48151768,"181,982.50","$2,340.60",12,2015,Dec-15,,,,,,,,,,,,,,,
12/23/2015,MAINTENANCE,1089611268,"($1,575.76)",0, ,$0.00,48151768,"181,982.50",$764.84,12,2015,Dec-15,,,,,,,,,,,,,,,
12/23/2015,MAINTENANCE,OA-10219644,"$3,645.56",0,5002828491,$0.00,48151768,"181,982.50","$4,410.40",12,2015,Dec-15,,,,,,,,,,,,,,,
12/30/2015,PROPANE INDEX,1090158900,"$2,230.21",1506.9, ,$0.00,48233633,"183,489.40","$6,640.61",12,2015,Dec-15,,,,,,,,,,,,,,,
1/11/2016,PROPANE INDEX,1090318965,"$2,496.46",1686.8, ,$0.00,48378716,"185,176.20","$4,726.67",1,2016,Jan-16,,,,,,,,,,,,,,,
1/12/2016,MAINTENANCE,1089802527,"($2,214.52)",0, ,$0.00,48384013,"185,176.20","$2,512.15",1,2016,Jan-16,,,,,,,,,,,,,,,
1/12/2016,MAINTENANCE,1090002151,"($2,195.88)",0, ,$0.00,48384013,"185,176.20",$316.27,1,2016,Jan-16,,,,,,,,,,,,,,,
1/12/2016,MAINTENANCE,OA-10275799,"$4,410.40",0,BILL1208604112,$0.00,48384013,"185,176.20","$4,726.67",1,2016,Jan-16,,,,,,,,,,,,,,,
1/25/2016,000000002680750,RNT6294496,$13.04,0, ,$0.00,48566475,"186,417.90","$6,577.43",1,2016,Jan-16,,,,,,,,,,,,,,,
1/25/2016,PROPANE INDEX,1090571422,"$1,837.72",1241.7, ,$0.00,48580608,"186,417.90","$6,564.39",1,2016,Jan-16,,,,,,,,,,,,,,,
2/1/2016,PROPANE INDEX,1090668875,$346.05,215.1, ,$0.00,48679548,"186,633.00","$6,923.48",2,2016,Feb-16,,,,,,,,,,,,,,,
2/8/2016,PROPANE INDEX,1090793584,"$2,044.62",1381.5, ,$0.00,48776725,"188,014.50","$8,968.10",2,2016,Feb-16,,,,,,,,,,,,,,,
2/18/2016,MAINTENANCE,1090158900,"($2,230.21)",0, ,$0.00,48926203,"188,014.50",$160.46,2,2016,Feb-16,,,,,,,,,,,,,,,
2/18/2016,MAINTENANCE,1090318965,"($2,496.46)",0, ,$0.00,48926203,"188,014.50","($2,336.00)",2,2016,Feb-16,,,,,,,,,,,,,,,
2/18/2016,MAINTENANCE,1090571422,"($1,837.72)",0, ,$0.00,48926203,"188,014.50","($4,173.72)",2,2016,Feb-16,,,,,,,,,,,,,,,
2/18/2016,MAINTENANCE,OA-10392740,"$6,577.43",0,5002928779,$0.00,48926203,"188,014.50","$2,403.71",2,2016,Feb-16,,,,,,,,,,,,,,,
