,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transaction date,Transaction Description,Doc Number,Sale Amount,Gallons,Document Reference,Payment Amount,Group,Gallon Consumption,Running total,Month,Year,Month-Year,Monthly Temp (F),,,,Month,Year,Total Gal,Nonzero Gal,Monthly Avg T,,,,,,
12/30/2010,MAINTENANCE,1036623150R1,$766.41,0,1036623150,$0.00,27160021,"93,768.20","$3,908.18",12,2010,Dec-10,,,,,,,,,,,,,,,
12/30/2010,MAINTENANCE,1036623150,($766.41),0, ,$0.00,27160021,"94,171.10","$3,908.18",12,2010,Dec-10,,,,,,,,,,,,,,,
1/3/2011,PROPANE INDEX,1036760642,"$1,295.00",700, ,$0.00,27197215,"94,468.20","$5,203.18",1,2011,Jan-11,,,,,,,,,,,,,,,
1/7/2011,MAINTENANCE,1036328256,($12.99),0, ,$0.00,27261037,"94,468.20","$5,190.19",1,2011,Jan-11,,,,,,,,,,,,,,,
1/7/2011,MAINTENANCE,1036328256R1,$12.99,0,1036328256,$0.00,27261037,"94,468.20","$5,203.18",1,2011,Jan-11,,,,,,,,,,,,,,,
1/10/2011,PROPANE INDEX,1036924566,"$1,250.60",676, ,$0.00,27321258,"95,144.20","$6,453.78",1,2011,Jan-11,,,,,,,,,,,,,,,
1/12/2011,MAINTENANCE,1036031769,($709.92),0, ,$0.00,27351635,"95,144.20","$4,977.45",1,2011,Jan-11,,,,,,,,,,,,,,,
1/12/2011,MAINTENANCE,1036328256R1,$709.92,0,1036328256,$0.00,27351635,"95,144.20","$5,687.37",1,2011,Jan-11,,,,,,,,,,,,,,,
1/13/2011,PROPANE INDEX,1037038957,$529.84,286.4, ,$0.00,27391440,"95,430.60","$6,217.21",1,2011,Jan-11,,,,,,,,,,,,,,,
1/18/2011,MAINTENANCE,1036031769,($478.52),0, ,$0.00,27431680,"95,430.60","$5,738.69",1,2011,Jan-11,,,,,,,,,,,,,,,
1/18/2011,MAINTENANCE,1036171978,($287.89),0, ,$0.00,27431680,"95,430.60","$5,450.80",1,2011,Jan-11,,,,,,,,,,,,,,,
1/18/2011,MAINTENANCE,OA-CK13019*1036623150,$766.41,0, ,$0.00,27431680,"95,430.60","$6,217.21",1,2011,Jan-11,,,,,,,,,,,,,,,
1/24/2011,PROPANE INDEX,1037240089,"$1,515.71",819.3, ,$0.00,27569149,"96,249.90","$7,733.37",1,2011,Jan-11,,,,,,,,,,,,,,,
1/25/2011,000000002680750,RNT3731931,$1.09,0, ,$0.00,27590628,"96,249.90","$7,734.46",1,2011,Jan-11,,,,,,,,,,,,,,,
1/28/2011,MAINTENANCE,1036171978,($643.55),0, ,$0.00,27635202,"96,249.90","$3,481.71",1,2011,Jan-11,,,,,,,,,,,,,,,
1/28/2011,MAINTENANCE,1036701428,"($2,498.22)",0, ,$0.00,27635202,"96,249.90",$983.49,1,2011,Jan-11,,,,,,,,,,,,,,,
1/28/2011,MAINTENANCE,1036760642,($466.34),0, ,$0.00,27635202,"96,249.90",$517.15,1,2011,Jan-11,,,,,,,,,,,,,,,
1/28/2011,ADJUSTMENT,FC-7563674,($0.45),0, ,$0.00,27635202,"96,249.90",$516.70,1,2011,Jan-11,,,,,,,,,,,,,,,
1/28/2011,MAINTENANCE,OA-5870756,"$3,609.20",0,BILL1118921930,$0.00,27635202,"96,249.90","$4,125.90",1,2011,Jan-11,,,,,,,,,,,,,,,
1/28/2011,MAINTENANCE,RNT3731931,($1.09),0, ,$0.00,27635202,"96,249.90","$4,124.81",1,2011,Jan-11,,,,,,,,,,,,,,,
1/31/2011,PROPANE INDEX,1037393086,"$1,124.37",621.2, ,$0.00,27682971,"96,871.10","$5,249.18",1,2011,Jan-11,,,,,,,,,,,,,,,
2/7/2011,PROPANE INDEX,1037546677,"$1,131.07",624.9, ,$0.00,27788094,"97,496.00","$6,380.25",2,2011,Feb-11,,,,,,,,,,,,,,,
2/14/2011,PROPANE INDEX,1037701491,$979.74,544.3, ,$0.00,27928579,"98,040.30","$7,359.99",2,2011,Feb-11,,,,,,,,,,,,,,,
2/21/2011,PROPANE INDEX,1037830011,"$1,080.00",600, ,$0.00,28031825,"98,640.30","$8,441.23",2,2011,Feb-11,,,,,,,,,,,,,,,
2/28/2011,PROPANE INDEX,1037974898,"$1,948.14",1082.3, ,$0.00,28158748,"99,722.60","$10,389.37",2,2011,Feb-11,,,,,,,,,,,,,,,
3/7/2011,PROPANE INDEX,1038102027,"$1,101.68",592.3, ,$0.00,28272978,"100,314.90","$11,491.05",3,2011,Mar-11,,,,,,,,,,,,,,,
3/14/2011,PROPANE INDEX,1038227685,$949.21,507.6, ,$0.00,28390287,"100,822.50","$5,350.89",3,2011,Mar-11,,,,,,,,,,,,,,,
3/15/2011,MAINTENANCE,1036760642,($828.66),0, ,$0.00,28396493,"100,822.50","$4,522.23",3,2011,Mar-11,,,,,,,,,,,,,,,
3/15/2011,MAINTENANCE,1036924566,"($1,250.60)",0, ,$0.00,28396493,"100,822.50","$3,271.63",3,2011,Mar-11,,,,,,,,,,,,,,,
3/15/2011,MAINTENANCE,1037038957,($529.84),0, ,$0.00,28396493,"100,822.50","$2,741.79",3,2011,Mar-11,,,,,,,,,,,,,,,
3/15/2011,MAINTENANCE,1037240089,"($1,515.71)",0, ,$0.00,28396493,"100,822.50","$1,226.08",3,2011,Mar-11,,,,,,,,,,,,,,,
3/15/2011,MAINTENANCE,1037393086,"($1,124.37)",0, ,$0.00,28396493,"100,822.50",$101.71,3,2011,Mar-11,,,,,,,,,,,,,,,
3/15/2011,MAINTENANCE,1037546677,"($1,131.07)",0, ,$0.00,28396493,"100,822.50","($1,029.36)",3,2011,Mar-11,,,,,,,,,,,,,,,
3/15/2011,MAINTENANCE,1037701491,($709.12),0, ,$0.00,28396493,"100,822.50","($1,738.48)",3,2011,Mar-11,,,,,,,,,,,,,,,
3/15/2011,ADJUSTMENT,FC-7655811,($1.24),0, ,$0.00,28396493,"100,822.50","($1,739.72)",3,2011,Mar-11,,,,,,,,,,,,,,,
3/15/2011,MAINTENANCE,OA-5986948,"$7,089.37",0,BILL1121274629,$0.00,28396493,"100,822.50","$5,349.65",3,2011,Mar-11,,,,,,,,,,,,,,,
3/21/2011,PROPANE INDEX,1038342516,"$1,080.49",577.8, ,$0.00,28504201,"101,400.30","$6,430.14",3,2011,Mar-11,,,,,,,,,,,,,,,
3/28/2011,PROPANE INDEX,1038456883,$798.30,426.9, ,$0.00,28595519,"101,827.20","$7,228.55",3,2011,Mar-11,,,,,,,,,,,,,,,
4/4/2011,PROPANE INDEX,1038572270,$949.21,507.6, ,$0.00,28683415,"102,334.80","$3,862.58",4,2011,Apr-11,,,,,,,,,,,,,,,
4/5/2011,MAINTENANCE,1037701491,($270.62),0, ,$0.00,28688890,"102,334.80","$3,591.96",4,2011,Apr-11,,,,,,,,,,,,,,,
4/5/2011,MAINTENANCE,1037830011,"($1,080.00)",0, ,$0.00,28688890,"102,334.80","$2,511.96",4,2011,Apr-11,,,,,,,,,,,,,,,
4/5/2011,MAINTENANCE,1037974898,"($1,948.14)",0, ,$0.00,28688890,"102,334.80",$563.82,4,2011,Apr-11,,,,,,,,,,,,,,,
4/5/2011,MAINTENANCE,1038102027,"($1,016.42)",0, ,$0.00,28688890,"102,334.80",($452.60),4,2011,Apr-11,,,,,,,,,,,,,,,
4/5/2011,ADJUSTMENT,FC-7747011,($0.11),0, ,$0.00,28688890,"102,334.80",($452.71),4,2011,Apr-11,,,,,,,,,,,,,,,
4/5/2011,MAINTENANCE,OA-6045359,"$4,315.18",0,35769,$0.00,28688890,"102,334.80","$3,862.47",4,2011,Apr-11,,,,,,,,,,,,,,,
4/11/2011,PROPANE INDEX,1038667484,$800.75,452.4, ,$0.00,28773041,"102,787.20","$4,663.22",4,2011,Apr-11,,,,,,,,,,,,,,,
4/18/2011,PROPANE INDEX,1038753733,$862.75,493, ,$0.00,28875592,"103,280.20","$5,525.97",4,2011,Apr-11,,,,,,,,,,,,,,,
4/25/2011,PROPANE INDEX,1038841656,$759.85,434.2, ,$0.00,28962694,"103,714.40","$6,286.27",4,2011,Apr-11,,,,,,,,,,,,,,,
5/2/2011,PROPANE INDEX,1038930439,$655.76,362.3, ,$0.00,29034327,"104,076.70",$511.78,5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,1038102027,($85.26),0, ,$0.00,29038979,"104,076.70",$426.52,5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,1038227685,($949.21),0, ,$0.00,29038979,"104,076.70",($522.69),5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,1038342516,"($1,080.49)",0, ,$0.00,29038979,"104,076.70","($1,603.18)",5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,1038456883,($798.30),0, ,$0.00,29038979,"104,076.70","($2,401.48)",5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,1038572270,($949.21),0, ,$0.00,29038979,"104,076.70","($3,350.69)",5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,1038667484,($800.75),0, ,$0.00,29038979,"104,076.70","($4,151.44)",5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,1038753733,($862.75),0, ,$0.00,29038979,"104,076.70","($5,014.19)",5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,1038841656,($759.85),0, ,$0.00,29038979,"104,076.70","($5,774.04)",5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,1038930439,($144.43),0, ,$0.00,29038979,"104,076.70","($5,918.47)",5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,ADJUSTMENT,FC-7837201,($0.45),0, ,$0.00,29038979,"104,076.70","($5,918.92)",5,2011,May-11,,,,,,,,,,,,,,,
5/3/2011,MAINTENANCE,OA-6101394,"$6,430.25",0,BILL1123882811,$0.00,29038979,"104,076.70",$511.33,5,2011,May-11,,,,,,,,,,,,,,,
5/9/2011,PROPANE INDEX,1039017332,$643.84,344.3, ,$0.00,29105210,"104,421.00","$1,155.17",5,2011,May-11,,,,,,,,,,,,,,,
5/18/2011,PROPANE INDEX,1039135663,$685.60,368.6, ,$0.00,29217810,"104,789.60","$1,840.77",5,2011,May-11,,,,,,,,,,,,,,,
6/9/2011,MAINTENANCE,1038930439,($511.33),0, ,$0.00,29408872,"104,789.60","($2,841.42)",6,2011,Jun-11,,,,,,,,,,,,,,,
6/9/2011,MAINTENANCE,1039017332,($643.84),0, ,$0.00,29408872,"104,789.60","($3,485.26)",6,2011,Jun-11,,,,,,,,,,,,,,,
6/9/2011,MAINTENANCE,1039135663,($685.60),0, ,$0.00,29408872,"104,789.60","($4,170.86)",6,2011,Jun-11,,,,,,,,,,,,,,,
6/9/2011,MAINTENANCE,OA-6161462,"$1,840.77",0,5000227113,$0.00,29408872,"104,789.60","($2,330.09)",6,2011,Jun-11,,,,,,,,,,,,,,,
6/22/2011,Misapplied Payment,OA-6161462,$22.00,0, ,$0.00,29546995,"104,789.60","($2,308.09)",6,2011,Jun-11,,,,,,,,,,,,,,,
6/22/2011,Misapplied Payment,OA-6161462,$244.00,0, ,$0.00,29546995,"104,789.60","($2,064.09)",6,2011,Jun-11,,,,,,,,,,,,,,,
6/22/2011,Misapplied Payment,OA-6161462,$443.92,0, ,$0.00,29546995,"104,789.60","($1,620.17)",6,2011,Jun-11,,,,,,,,,,,,,,,
6/22/2011,Misapplied Payment,OA-6161462,$766.41,0, ,$0.00,29546995,"104,789.60",($853.76),6,2011,Jun-11,,,,,,,,,,,,,,,
6/27/2011,PROPANE INDEX,1040693652,"$1,553.76",872.9, ,$0.00,29592073,"105,662.50",$700.00,6,2011,Jun-11,,,,,,,,,,,,,,,
6/28/2011,MAINTENANCE,1040693652,($853.76),0, ,$0.00,29595607,"105,662.50","($1,994.53)",6,2011,Jun-11,,,,,,,,,,,,,,,
6/28/2011,MAINTENANCE,OA-6161462,$853.76,0,5000227113,$0.00,29595607,"105,662.50","($1,140.77)",6,2011,Jun-11,,,,,,,,,,,,,,,
7/13/2011,MAINTENANCE,1040693652,($700.00),0, ,$0.00,29727016,"105,662.50","($2,540.77)",7,2011,Jul-11,,,,,,,,,,,,,,,
7/13/2011,MAINTENANCE,OA-6229553,$700.00,0,37483,$0.00,29727016,"105,662.50","($1,840.77)",7,2011,Jul-11,,,,,,,,,,,,,,,
9/23/2011,000000001857421,RNT4048598,$120.00,0, ,$0.00,30432659,"105,662.50","($1,720.77)",9,2011,Sep-11,,,,,,,,,,,,,,,
9/27/2011,PROPANE INDEX,1049090684,"$1,573.00",836.7, ,$0.00,30468072,"106,499.20",($147.77),9,2011,Sep-11,,,,,,,,,,,,,,,
10/6/2011,MAINTENANCE,1049090684,"($1,573.00)",0, ,$0.00,30549465,"106,499.20","($1,720.77)",10,2011,Oct-11,,,,,,,,,,,,,,,
10/6/2011,MAINTENANCE,OA-6206800,"$1,693.00",0,BILL1126124429,$0.00,30549465,"106,499.20",($27.77),10,2011,Oct-11,,,,,,,,,,,,,,,
10/6/2011,MAINTENANCE,RNT4048598,($120.00),0, ,$0.00,30549465,"106,499.20",($147.77),10,2011,Oct-11,,,,,,,,,,,,,,,
10/25/2011,PROPANE INDEX,1052713797,"$1,993.20",996.6, ,$0.00,30776143,"107,495.80","$1,845.43",10,2011,Oct-11,,,,,,,,,,,,,,,
11/3/2011,MAINTENANCE,1052713797,($147.77),0, ,$0.00,30873007,"107,495.80","$1,697.66",11,2011,Nov-11,,,,,,,,,,,,,,,
11/3/2011,MAINTENANCE,OA-6206800,$147.77,0,BILL1126124429,$0.00,30873007,"107,495.80","$1,845.43",11,2011,Nov-11,,,,,,,,,,,,,,,
11/15/2011,PROPANE INDEX,1054368253,"$3,148.06",1598, ,$0.00,31034813,"109,093.80","$4,993.49",11,2011,Nov-11,,,,,,,,,,,,,,,
11/22/2011,MAINTENANCE,1052713797,"($1,845.43)",0, ,$0.00,31139048,"109,093.80","$1,302.63",11,2011,Nov-11,,,,,,,,,,,,,,,
11/22/2011,MAINTENANCE,OA-6563306,"$1,845.43",0,CM,$0.00,31139048,"109,093.80","$3,148.06",11,2011,Nov-11,,,,,,,,,,,,,,,
11/28/2011,PROPANE INDEX,1055163151,"$2,224.13",1129, ,$0.00,31202950,"110,222.80","$5,372.19",11,2011,Nov-11,,,,,,,,,,,,,,,
12/12/2011,PROPANE INDEX,1056857900,"$2,885.26",1464.6, ,$0.00,31397990,"111,687.40","$8,257.45",12,2011,Dec-11,,,,,,,,,,,,,,,
12/13/2011,MAINTENANCE,1054368253,"($3,148.06)",0, ,$0.00,31419268,"111,687.40","$1,961.33",12,2011,Dec-11,,,,,,,,,,,,,,,
12/13/2011,MAINTENANCE,OA-6624221,"$3,148.06",0,50000536972,$0.00,31419268,"111,687.40","$5,109.39",12,2011,Dec-11,,,,,,,,,,,,,,,
12/27/2011,PROPANE INDEX,1058723202,"$2,563.96",1301.5, ,$0.00,31616586,"112,988.90","$7,673.35",12,2011,Dec-11,,,,,,,,,,,,,,,
1/9/2012,PROPANE INDEX,1059951491,"$2,153.66",1121.7, ,$0.00,31785263,"114,110.60","$4,717.62",1,2012,Jan-12,,,,,,,,,,,,,,,
1/10/2012,MAINTENANCE,1055163151,"($2,224.13)",0, ,$0.00,31792488,"114,110.60","$2,493.49",1,2012,Jan-12,,,,,,,,,,,,,,,
1/10/2012,MAINTENANCE,1056857900,"($2,885.26)",0, ,$0.00,31792488,"114,110.60",($391.77),1,2012,Jan-12,,,,,,,,,,,,,,,
1/10/2012,MAINTENANCE,OA-6699694,"$5,109.39",0,5000586017,$0.00,31792488,"114,110.60","$4,717.62",1,2012,Jan-12,,,,,,,,,,,,,,,
1/23/2012,PROPANE INDEX,1061063502,"$2,605.92",1424, ,$0.00,32004014,"115,534.60","$7,323.54",1,2012,Jan-12,,,,,,,,,,,,,,,
1/25/2012,000000002680750,RNT4266772,$1.09,0, ,$0.00,32027305,"115,534.60","$7,324.63",1,2012,Jan-12,,,,,,,,,,,,,,,
2/6/2012,PROPANE INDEX,1061736638,"$2,284.46",1343.8, ,$0.00,32222994,"116,878.40","$9,609.09",2,2012,Feb-12,,,,,,,,,,,,,,,
2/13/2012,PROPANE INDEX,1062038176,$315.96,163.5, ,$0.00,32348051,"117,041.90","$9,925.05",2,2012,Feb-12,,,,,,,,,,,,,,,
2/15/2012,MAINTENANCE,1058723202,"($2,563.96)",0, ,$0.00,32377059,"117,041.90",$36.46,2,2012,Feb-12,,,,,,,,,,,,,,,
2/15/2012,MAINTENANCE,1059951491,"($2,153.66)",0, ,$0.00,32377059,"117,041.90","($2,117.20)",2,2012,Feb-12,,,,,,,,,,,,,,,
2/15/2012,MAINTENANCE,1061063502,"($2,605.92)",0, ,$0.00,32377059,"117,041.90","($4,723.12)",2,2012,Feb-12,,,,,,,,,,,,,,,
2/15/2012,MAINTENANCE,OA-6816383,"$7,324.63",0,BILL113869806,$0.00,32377059,"117,041.90","$2,601.51",2,2012,Feb-12,,,,,,,,,,,,,,,
2/15/2012,MAINTENANCE,RNT4266772,($1.09),0, ,$0.00,32377059,"117,041.90","$2,600.42",2,2012,Feb-12,,,,,,,,,,,,,,,
2/27/2012,PROPANE INDEX,1062969385,"$2,890.00",1700, ,$0.00,32566428,"118,741.90","$5,490.42",2,2012,Feb-12,,,,,,,,,,,,,,,
3/12/2012,PROPANE INDEX,1064206025,"$1,962.06",1234, ,$0.00,32773501,"119,975.90","$7,452.48",3,2012,Mar-12,,,,,,,,,,,,,,,
3/14/2012,MAINTENANCE,1061736638,"($2,284.46)",0, ,$0.00,32798247,"119,975.90",($322.40),3,2012,Mar-12,,,,,,,,,,,,,,,
3/14/2012,MAINTENANCE,1062038176,($315.96),0, ,$0.00,32798247,"119,975.90",($638.36),3,2012,Mar-12,,,,,,,,,,,,,,,
3/14/2012,MAINTENANCE,1062969385,"($2,890.00)",0, ,$0.00,32798247,"119,975.90","($3,528.36)",3,2012,Mar-12,,,,,,,,,,,,,,,
3/14/2012,MAINTENANCE,OA-6884344,"$5,490.42",0,5000693743,$0.00,32798247,"119,975.90","$1,962.06",3,2012,Mar-12,,,,,,,,,,,,,,,
3/23/2012,PROPANE INDEX,1065184043,"$1,631.41",1013.3, ,$0.00,32935075,"120,989.20","$3,593.47",3,2012,Mar-12,,,,,,,,,,,,,,,
3/27/2012,SERVICE NO CHARGE,1065208789,$0.00,0,1065208789,$0.00,0,"120,989.20","$3,593.47",3,2012,Mar-12,,,,,,,,,,,,,,,
3/27/2012,SITE CHECK,1065208789,$0.00,0,1065208789,$0.00,0,"120,989.20","$3,593.47",3,2012,Mar-12,,,,,,,,,,,,,,,
4/2/2012,PROPANE INDEX,1065763755,"$1,059.06",657.8, ,$0.00,33036170,"121,647.00","$4,652.53",4,2012,Apr-12,,,,,,,,,,,,,,,
4/11/2012,MAINTENANCE,1064206025,"($1,962.06)",0, ,$0.00,33140480,"121,647.00",($903.00),4,2012,Apr-12,,,,,,,,,,,,,,,
4/11/2012,MAINTENANCE,1065184043,"($1,631.41)",0, ,$0.00,33140480,"121,647.00","($2,534.41)",4,2012,Apr-12,,,,,,,,,,,,,,,
4/11/2012,MAINTENANCE,OA-6940730,"$3,593.47",0,5000746194,$0.00,33140480,"121,647.00","$1,059.06",4,2012,Apr-12,,,,,,,,,,,,,,,
4/16/2012,PROPANE INDEX,1066935235,"$1,017.20",627.9, ,$0.00,33209796,"122,274.90","$2,076.26",4,2012,Apr-12,,,,,,,,,,,,,,,
5/8/2012,PROPANE INDEX,1069436696,"$1,569.54",1121.1, ,$0.00,33433556,"123,396.00","$3,645.80",5,2012,May-12,,,,,,,,,,,,,,,
5/16/2012,MAINTENANCE,1065763755,"($1,059.06)",0, ,$0.00,33521684,"123,396.00",$510.48,5,2012,May-12,,,,,,,,,,,,,,,
5/16/2012,MAINTENANCE,1066935235,"($1,017.20)",0, ,$0.00,33521684,"123,396.00",($506.72),5,2012,May-12,,,,,,,,,,,,,,,
5/16/2012,MAINTENANCE,OA-7012220,"$2,076.26",0,5000795485,$0.00,33521684,"123,396.00","$1,569.54",5,2012,May-12,,,,,,,,,,,,,,,
5/29/2012,PROPANE INDEX,1071275679,$805.42,578.4, ,$0.00,33641201,"123,974.40","$2,374.96",5,2012,May-12,,,,,,,,,,,,,,,
6/11/2012,MAINTENANCE,1069436696,"($1,569.54)",0, ,$0.00,33758880,"123,974.40",($764.12),6,2012,Jun-12,,,,,,,,,,,,,,,
6/11/2012,MAINTENANCE,OA-7063483,"$1,569.54",0,BILL1144685610,$0.00,33758880,"123,974.40",$805.42,6,2012,Jun-12,,,,,,,,,,,,,,,
7/3/2012,PROPANE INDEX,1071737480,$740.63,615.7, ,$0.00,33972029,"124,590.10","$1,546.05",7,2012,Jul-12,,,,,,,,,,,,,,,
8/8/2012,SERVICE NO CHARGE,1072063449,$0.00,0,1072063449,$0.00,0,"124,590.10",$740.63,8,2012,Aug-12,,,,,,,,,,,,,,,
8/8/2012,SITE CHECK,1072063449,$0.00,0,1072063449,$0.00,0,"124,590.10",$740.63,8,2012,Aug-12,,,,,,,,,,,,,,,
8/14/2012,SMART FILL INSTALL  MONITOR,1072177833,$0.00,0,1072177833,$0.00,0,"124,590.10",$0.00,8,2012,Aug-12,,,,,,,,,,,,,,,
8/17/2012,PROPANE INDEX,1072192437,$168.13,109, ,$0.00,34378231,"124,699.10",$168.13,8,2012,Aug-12,,,,,,,,,,,,,,,
9/14/2012,PROPANE INDEX,1072541381,"$1,181.21",863.9, ,$0.00,34619547,"125,563.00","$1,181.21",9,2012,Sep-12,,,,,,,,,,,,,,,
9/24/2012,000000001857421,RNT4595307,$120.00,0, ,$0.00,34693588,"125,563.00","$1,301.21",9,2012,Sep-12,,,,,,,,,,,,,,,
9/26/2012,UNDERGROUND PLASTIC COUPLER,1072668564,$201.48,0, ,$0.00,34732425,"125,563.00","$1,502.69",9,2012,Sep-12,,,,,,,,,,,,,,,
10/16/2012,MAINTENANCE,1072541381,"($1,181.21)",0, ,$0.00,34920884,"125,563.00","($1,307.28)",10,2012,Oct-12,,,,,,,,,,,,,,,
10/16/2012,MAINTENANCE,1072668564,($201.48),0, ,$0.00,34920884,"125,563.00","($1,508.76)",10,2012,Oct-12,,,,,,,,,,,,,,,
10/16/2012,MAINTENANCE,OA-7350383,"$1,502.69",0,5001011639,$0.00,34920884,"125,563.00",($6.07),10,2012,Oct-12,,,,,,,,,,,,,,,
10/16/2012,MAINTENANCE,RNT4595307,($120.00),0, ,$0.00,34920884,"125,563.00",($126.07),10,2012,Oct-12,,,,,,,,,,,,,,,
10/19/2012,PROPANE INDEX,1073008034,$888.20,604.3, ,$0.00,34975191,"126,167.30",$762.13,10,2012,Oct-12,,,,,,,,,,,,,,,
10/23/2012,MAINTENANCE,1073008034,($126.07),0, ,$0.00,35001426,"126,167.30",$636.06,10,2012,Oct-12,,,,,,,,,,,,,,,
10/23/2012,MAINTENANCE,OA-7350383,$126.07,0,5001011639,$0.00,35001426,"126,167.30",$762.13,10,2012,Oct-12,,,,,,,,,,,,,,,
10/25/2012,PROPANE INDEX,1073085231,"$1,067.28",743.8, ,$0.00,35031955,"126,911.10","$1,829.41",10,2012,Oct-12,,,,,,,,,,,,,,,
11/15/2012,PROPANE INDEX,1073408856,"$1,387.38",933.7, ,$0.00,35278966,"127,844.80","$1,387.38",11,2012,Nov-12,,,,,,,,,,,,,,,
11/29/2012,PROPANE INDEX,1073629294,"$1,455.17",981.3, ,$0.00,35458053,"128,826.10","$2,842.55",11,2012,Nov-12,,,,,,,,,,,,,,,
12/11/2012,MAINTENANCE,1073408856,"($1,387.38)",0, ,$0.00,35614571,"128,826.10",$67.79,12,2012,Dec-12,,,,,,,,,,,,,,,
12/11/2012,MAINTENANCE,OA-7522913,"$1,387.38",0,5001100069,$0.00,35614571,"128,826.10","$1,455.17",12,2012,Dec-12,,,,,,,,,,,,,,,
12/13/2012,PROPANE INDEX,1073864183,"$1,559.94",1062.7, ,$0.00,35651722,"129,888.80","$3,015.11",12,2012,Dec-12,,,,,,,,,,,,,,,
12/30/2012,PROPANE INDEX,1074107237,"$1,251.51",800.3, ,$0.00,35856533,"130,689.10","$4,266.62",12,2012,Dec-12,,,,,,,,,,,,,,,
1/7/2013,PROPANE INDEX,1074302932,"$1,238.72",800, ,$0.00,35955818,"131,489.10","$5,505.34",1,2013,Jan-13,,,,,,,,,,,,,,,
1/14/2013,PROPANE INDEX,1074445177,$351.53,225.6, ,$0.00,36082694,"131,714.70","$5,856.87",1,2013,Jan-13,,,,,,,,,,,,,,,
1/17/2013,MISC SPECIAL,1073869498,$960.40,0, ,$0.00,36142054,"131,714.70","$3,802.16",1,2013,Jan-13,,,,,,,,,,,,,,,
1/17/2013,PROPANE INDEX,1074443930,"$2,127.65",1368, ,$0.00,36142054,"133,082.70","$5,929.81",1,2013,Jan-13,,,,,,,,,,,,,,,
1/18/2013,MAINTENANCE,1073629294,"($1,455.17)",0, ,$0.00,36148407,"133,082.70","$4,474.64",1,2013,Jan-13,,,,,,,,,,,,,,,
1/18/2013,MAINTENANCE,1073864183,"($1,559.94)",0, ,$0.00,36148407,"133,082.70","$2,914.70",1,2013,Jan-13,,,,,,,,,,,,,,,
1/18/2013,MAINTENANCE,OA-7647765,"$3,015.11",0,BILL1156348721,$0.00,36148407,"133,082.70","$5,929.81",1,2013,Jan-13,,,,,,,,,,,,,,,
1/25/2013,000000002680750,RNT4805397,$1.09,0, ,$0.00,36251433,"133,082.70","$5,930.90",1,2013,Jan-13,,,,,,,,,,,,,,,
1/28/2013,PROPANE INDEX,1074718385,"$1,612.27",994.8, ,$0.00,36298274,"134,077.50","$7,543.17",1,2013,Jan-13,,,,,,,,,,,,,,,
1/31/2013,SERVICE NO CHARGE,1074772402,$0.00,0,1074772402,$0.00,0,"134,077.50","$7,543.17",1,2013,Jan-13,,,,,,,,,,,,,,,
1/31/2013,SITE CHECK,1074772402,$0.00,0,1074772402,$0.00,0,"134,077.50","$7,543.17",1,2013,Jan-13,,,,,,,,,,,,,,,
2/11/2013,PROPANE INDEX,1074973181,"$1,836.27",1097, ,$0.00,36507947,"135,174.50","$9,379.44",2,2013,Feb-13,,,,,,,,,,,,,,,
2/20/2013,MAINTENANCE,1073869498,($960.40),0, ,$0.00,36641875,"135,174.50","$2,488.14",2,2013,Feb-13,,,,,,,,,,,,,,,
2/20/2013,MAINTENANCE,1074107237,"($1,251.51)",0, ,$0.00,36641875,"135,174.50","$1,236.63",2,2013,Feb-13,,,,,,,,,,,,,,,
2/20/2013,MAINTENANCE,1074302932,"($1,238.72)",0, ,$0.00,36641875,"135,174.50",($2.09),2,2013,Feb-13,,,,,,,,,,,,,,,
2/20/2013,MAINTENANCE,1074443930,"($2,127.65)",0, ,$0.00,36641875,"135,174.50","($2,129.74)",2,2013,Feb-13,,,,,,,,,,,,,,,
2/20/2013,MAINTENANCE,1074445177,($351.53),0, ,$0.00,36641875,"135,174.50","($2,481.27)",2,2013,Feb-13,,,,,,,,,,,,,,,
2/20/2013,MAINTENANCE,OA-7750752,"$5,930.90",0,5001196087,$0.00,36641875,"135,174.50","$3,449.63",2,2013,Feb-13,,,,,,,,,,,,,,,
2/20/2013,MAINTENANCE,RNT4805397,($1.09),0, ,$0.00,36641875,"135,174.50","$3,448.54",2,2013,Feb-13,,,,,,,,,,,,,,,
2/25/2013,PROPANE INDEX,1075239448,"$1,739.64",1069.1, ,$0.00,36731305,"136,243.60","$5,188.18",2,2013,Feb-13,,,,,,,,,,,,,,,
3/11/2013,PROPANE INDEX,1075474879,"$1,345.78",829.6, ,$0.00,36933400,"137,073.20","$6,533.96",3,2013,Mar-13,,,,,,,,,,,,,,,
